DataSeries,year_month,arrivals
Malaysia,1973-08,33709
Philippines,1973-08,2392
Thailand,1973-08,11749
Hong Kong,1973-08,9055
Japan,1973-08,3621
United Kingdom,1973-08,8143
Number Of Air Passenger Arrivals,1973-07,113821
Indonesia,1973-07,22360
Malaysia,1973-07,33327
Philippines,1973-07,2089
Thailand,1973-07,11361
Hong Kong,1973-07,7910
Japan,1973-07,3311
United Kingdom,1973-07,8455
Number Of Air Passenger Arrivals,1973-06,105185
Indonesia,1973-06,20341
Malaysia,1973-06,31459
Philippines,1973-06,2253
Thailand,1973-06,10110
Hong Kong,1973-06,8184
Japan,1973-06,3471
United Kingdom,1973-06,6850
Number Of Air Passenger Arrivals,1973-05,104081
Indonesia,1973-05,21181
Malaysia,1973-05,30315
Philippines,1973-05,2330
Thailand,1973-05,10402
Hong Kong,1973-05,8570
Japan,1973-05,3610
United Kingdom,1973-05,5920
Number Of Air Passenger Arrivals,1973-04,108029
Indonesia,1973-04,23102
Malaysia,1973-04,33208
Philippines,1973-04,2227
Thailand,1973-04,10899
Hong Kong,1973-04,9150
Japan,1973-04,3229
United Kingdom,1973-04,5072
Number Of Air Passenger Arrivals,1973-03,98999
Indonesia,1973-03,19837
Malaysia,1973-03,30320
Philippines,1973-03,1876
Thailand,1973-03,10490
Hong Kong,1973-03,7716
Japan,1973-03,3255
United Kingdom,1973-03,5682
Number Of Air Passenger Arrivals,1973-02,97305
Indonesia,1973-02,16134
Malaysia,1973-02,31466
Philippines,1973-02,1778
Thailand,1973-02,11237
Hong Kong,1973-02,7899
Japan,1973-02,4227
United Kingdom,1973-02,5139
Number Of Air Passenger Arrivals,1973-01,101191
Indonesia,1973-01,19459
Malaysia,1973-01,29300
Philippines,1973-01,1589
Thailand,1973-01,10958
Hong Kong,1973-01,6727
Japan,1973-01,3085
United Kingdom,1973-01,6622
Number Of Air Passenger Arrivals,1972-12,114086
Indonesia,1972-12,21742
Malaysia,1972-12,33628
Philippines,1972-12,1461
Thailand,1972-12,10329
Hong Kong,1972-12,7657
Japan,1972-12,2835
United Kingdom,1972-12,7534
Number Of Air Passenger Arrivals,1972-11,93452
Indonesia,1972-11,16195
Malaysia,1972-11,29194
Philippines,1972-11,1659
Thailand,1972-11,9968
Hong Kong,1972-11,7833
Japan,1972-11,3238
United Kingdom,1972-11,6398
Number Of Air Passenger Arrivals,1972-10,91530
Indonesia,1972-10,17269
Malaysia,1972-10,23468
Philippines,1972-10,1751
Thailand,1972-10,10841
Hong Kong,1972-10,8687
Japan,1972-10,3022
United Kingdom,1972-10,7373
Number Of Air Passenger Arrivals,1972-09,85054
Indonesia,1972-09,16037
Malaysia,1972-09,24438
Philippines,1972-09,1937
Thailand,1972-09,8110
Hong Kong,1972-09,6564
Japan,1972-09,2223
United Kingdom,1972-09,8029
Number Of Air Passenger Arrivals,1972-08,93504
Indonesia,1972-08,19261
Malaysia,1972-08,25741
Philippines,1972-08,2162
Thailand,1972-08,8274
Hong Kong,1972-08,7562
Japan,1972-08,2381
United Kingdom,1972-08,8187
Number Of Air Passenger Arrivals,1972-07,84288
Indonesia,1972-07,16044
Malaysia,1972-07,23415
Philippines,1972-07,2233
Thailand,1972-07,7492
Hong Kong,1972-07,6913
Japan,1972-07,2078
United Kingdom,1972-07,8183
Number Of Air Passenger Arrivals,1972-06,78715
Indonesia,1972-06,15970
Malaysia,1972-06,22583
Philippines,1972-06,1930
Thailand,1972-06,7309
Hong Kong,1972-06,6556
Japan,1972-06,1659
United Kingdom,1972-06,5995
Number Of Air Passenger Arrivals,1972-05,80308
Indonesia,1972-05,15638
Malaysia,1972-05,22924
Philippines,1972-05,2476
Thailand,1972-05,7795
Hong Kong,1972-05,6993
Japan,1972-05,1886
United Kingdom,1972-05,4676
Number Of Air Passenger Arrivals,1972-04,78939
Indonesia,1972-04,15654
Malaysia,1972-04,23531
Philippines,1972-04,2004
Thailand,1972-04,7485
Hong Kong,1972-04,6534
Japan,1972-04,2264
United Kingdom,1972-04,3874
Number Of Air Passenger Arrivals,1972-03,79351
Indonesia,1972-03,16134
Malaysia,1972-03,23675
Philippines,1972-03,1970
Thailand,1972-03,7314
Hong Kong,1972-03,6079
Japan,1972-03,2368
United Kingdom,1972-03,4714
Number Of Air Passenger Arrivals,1972-02,76131
Indonesia,1972-02,14642
Malaysia,1972-02,24534
Philippines,1972-02,1888
Thailand,1972-02,7272
Hong Kong,1972-02,5053
Japan,1972-02,2253
United Kingdom,1972-02,5054
Number Of Air Passenger Arrivals,1972-01,73856
Indonesia,1972-01,13793
Malaysia,1972-01,23632
Philippines,1972-01,1824
Thailand,1972-01,6737
Hong Kong,1972-01,5082
Japan,1972-01,1390
United Kingdom,1972-01,5762
Number Of Air Passenger Arrivals,1971-12,90266
Indonesia,1971-12,18142
Malaysia,1971-12,28743
Philippines,1971-12,1804
Thailand,1971-12,7082
Hong Kong,1971-12,6921
Japan,1971-12,1460
United Kingdom,1971-12,4704
Number Of Air Passenger Arrivals,1971-11,74253
Indonesia,1971-11,13903
Malaysia,1971-11,24362
Philippines,1971-11,1954
Thailand,1971-11,7146
Hong Kong,1971-11,6361
Japan,1971-11,1289
United Kingdom,1971-11,3694
Number Of Air Passenger Arrivals,1971-10,75122
Indonesia,1971-10,14698
Malaysia,1971-10,21505
Philippines,1971-10,2578
Thailand,1971-10,8583
Hong Kong,1971-10,6883
Japan,1971-10,1606
United Kingdom,1971-10,4392
Number Of Air Passenger Arrivals,1971-09,68807
Indonesia,1971-09,13895
Malaysia,1971-09,20369
Philippines,1971-09,2008
Thailand,1971-09,5720
Hong Kong,1971-09,5136
Japan,1971-09,1255
United Kingdom,1971-09,4503
Number Of Air Passenger Arrivals,1971-08,77061
Indonesia,1971-08,16387
Malaysia,1971-08,23982
Philippines,1971-08,2235
Thailand,1971-08,6690
Hong Kong,1971-08,6055
Japan,1971-08,1309
United Kingdom,1971-08,3611
Number Of Air Passenger Arrivals,1971-07,68405
Indonesia,1971-07,13270
Malaysia,1971-07,20693
Philippines,1971-07,2432
Thailand,1971-07,6118
Hong Kong,1971-07,5583
Japan,1971-07,1208
United Kingdom,1971-07,3797
Number Of Air Passenger Arrivals,1971-06,61183
Indonesia,1971-06,12636
Malaysia,1971-06,17790
Philippines,1971-06,2033
Thailand,1971-06,4685
Hong Kong,1971-06,4986
Japan,1971-06,1200
United Kingdom,1971-06,1493
Number Of Air Passenger Arrivals,1971-05,67710
Indonesia,1971-05,14277
Malaysia,1971-05,19018
Philippines,1971-05,2400
Thailand,1971-05,6103
Hong Kong,1971-05,5810
Japan,1971-05,1299
United Kingdom,1971-05,1348
Number Of Air Passenger Arrivals,1971-04,65937
Indonesia,1971-04,14634
Malaysia,1971-04,21012
Philippines,1971-04,2172
Thailand,1971-04,5813
Hong Kong,1971-04,5766
Japan,1971-04,1412
United Kingdom,1971-04,1180
Number Of Air Passenger Arrivals,1971-03,60113
Indonesia,1971-03,12826
Malaysia,1971-03,18543
Philippines,1971-03,1887
Thailand,1971-03,5324
Hong Kong,1971-03,4510
Japan,1971-03,1241
United Kingdom,1971-03,1588
Number Of Air Passenger Arrivals,1971-02,54479
Indonesia,1971-02,10343
Malaysia,1971-02,18040
Philippines,1971-02,1668
Thailand,1971-02,5520
Hong Kong,1971-02,4370
Japan,1971-02,1262
United Kingdom,1971-02,1439
Number Of Air Passenger Arrivals,1971-01,62376
Indonesia,1971-01,12139
Malaysia,1971-01,21361
Philippines,1971-01,1471
Thailand,1971-01,5436
Hong Kong,1971-01,4223
Japan,1971-01,1123
United Kingdom,1971-01,2425
Number Of Air Passenger Arrivals,1970-12,70361
Indonesia,1970-12,13714
Malaysia,1970-12,21984
Philippines,1970-12,1400
Thailand,1970-12,6196
Hong Kong,1970-12,5534
Japan,1970-12,1273
United Kingdom,1970-12,2734
Number Of Air Passenger Arrivals,1970-11,57083
Indonesia,1970-11,11840
Malaysia,1970-11,18844
Philippines,1970-11,1326
Thailand,1970-11,5436
Hong Kong,1970-11,4742
Japan,1970-11,1115
United Kingdom,1970-11,1656
Number Of Air Passenger Arrivals,1970-10,55454
Indonesia,1970-10,10720
Malaysia,1970-10,16898
Philippines,1970-10,1760
Thailand,1970-10,5758
Hong Kong,1970-10,5250
Japan,1970-10,1096
United Kingdom,1970-10,1163
Number Of Air Passenger Arrivals,1970-09,58346
Indonesia,1970-09,9992
Malaysia,1970-09,17930
Philippines,1970-09,2031
Thailand,1970-09,6490
Hong Kong,1970-09,5511
Japan,1970-09,1017
United Kingdom,1970-09,2712
Number Of Air Passenger Arrivals,1970-08,68000
Indonesia,1970-08,12234
Malaysia,1970-08,20631
Philippines,1970-08,2212
Thailand,1970-08,7735
Hong Kong,1970-08,6230
Japan,1970-08,1307
United Kingdom,1970-08,2410
Number Of Air Passenger Arrivals,1970-07,62957
Indonesia,1970-07,10918
Malaysia,1970-07,17903
Philippines,1970-07,2180
Thailand,1970-07,6684
Hong Kong,1970-07,5927
Japan,1970-07,1062
United Kingdom,1970-07,3380
Number Of Air Passenger Arrivals,1970-06,52885
Indonesia,1970-06,9493
Malaysia,1970-06,15519
Philippines,1970-06,1628
Thailand,1970-06,5672
Hong Kong,1970-06,5063
Japan,1970-06,1092
United Kingdom,1970-06,1439
Number Of Air Passenger Arrivals,1970-05,56988
Indonesia,1970-05,9504
Malaysia,1970-05,15914
Philippines,1970-05,2130
Thailand,1970-05,6883
Hong Kong,1970-05,5647
Japan,1970-05,978
United Kingdom,1970-05,1179
Number Of Air Passenger Arrivals,1970-04,58256
Indonesia,1970-04,9855
Malaysia,1970-04,17932
Philippines,1970-04,1736
Thailand,1970-04,5821
Hong Kong,1970-04,5289
Japan,1970-04,814
United Kingdom,1970-04,1988
Number Of Air Passenger Arrivals,1970-03,49349
Indonesia,1970-03,9008
Malaysia,1970-03,15906
Philippines,1970-03,1234
Thailand,1970-03,4709
Hong Kong,1970-03,3901
Japan,1970-03,897
United Kingdom,1970-03,1252
Number Of Air Passenger Arrivals,1970-02,43746
Indonesia,1970-02,7650
Malaysia,1970-02,15710
Philippines,1970-02,1236
Thailand,1970-02,3775
Hong Kong,1970-02,3390
Japan,1970-02,889
United Kingdom,1970-02,832
Number Of Air Passenger Arrivals,1970-01,48859
Indonesia,1970-01,8102
Malaysia,1970-01,16602
Philippines,1970-01,1263
Thailand,1970-01,4481
Hong Kong,1970-01,3498
Japan,1970-01,971
United Kingdom,1970-01,1430
Number Of Air Passenger Arrivals,1969-12,58243
Indonesia,1969-12,9009
Malaysia,1969-12,18669
Philippines,1969-12,1451
Thailand,1969-12,4509
Hong Kong,1969-12,4370
Japan,1969-12,924
United Kingdom,1969-12,3093
Number Of Air Passenger Arrivals,1969-11,49994
Indonesia,1969-11,8201
Malaysia,1969-11,15314
Philippines,1969-11,1204
Thailand,1969-11,5332
Hong Kong,1969-11,4321
Japan,1969-11,867
United Kingdom,1969-11,891
Number Of Air Passenger Arrivals,1969-10,47946
Indonesia,1969-10,7158
Malaysia,1969-10,13544
Philippines,1969-10,1579
Thailand,1969-10,5516
Hong Kong,1969-10,4616
Japan,1969-10,859
United Kingdom,1969-10,1119
Number Of Air Passenger Arrivals,1969-09,43589
Indonesia,1969-09,6007
Malaysia,1969-09,13763
Philippines,1969-09,814
Thailand,1969-09,3631
Hong Kong,1969-09,3351
Japan,1969-09,846
United Kingdom,1969-09,1903
Number Of Air Passenger Arrivals,1969-08,47886
Indonesia,1969-08,6574
Malaysia,1969-08,15569
Philippines,1969-08,1001
Thailand,1969-08,4963
Hong Kong,1969-08,3779
Japan,1969-08,858
United Kingdom,1969-08,1771
Number Of Air Passenger Arrivals,1969-07,45684
Indonesia,1969-07,5691
Malaysia,1969-07,13228
Philippines,1969-07,1141
Thailand,1969-07,5075
Hong Kong,1969-07,3973
Japan,1969-07,770
United Kingdom,1969-07,2672
Number Of Air Passenger Arrivals,1969-06,37321
Indonesia,1969-06,4846
Malaysia,1969-06,10938
Philippines,1969-06,1013
Thailand,1969-06,3987
Hong Kong,1969-06,3219
Japan,1969-06,777
United Kingdom,1969-06,899
Number Of Air Passenger Arrivals,1969-05,41822
Indonesia,1969-05,5191
Malaysia,1969-05,11947
Philippines,1969-05,1333
Thailand,1969-05,5106
Hong Kong,1969-05,3860
Japan,1969-05,844
United Kingdom,1969-05,776
Number Of Air Passenger Arrivals,1969-04,43755
Indonesia,1969-04,5988
Malaysia,1969-04,15161
Philippines,1969-04,1000
Thailand,1969-04,4384
Hong Kong,1969-04,3638
Japan,1969-04,769
United Kingdom,1969-04,745
Number Of Air Passenger Arrivals,1969-03,38858
Indonesia,1969-03,4849
Malaysia,1969-03,13097
Philippines,1969-03,914
Thailand,1969-03,3741
Hong Kong,1969-03,2751
Japan,1969-03,711
United Kingdom,1969-03,971
Number Of Air Passenger Arrivals,1969-02,35154
Indonesia,1969-02,4092
Malaysia,1969-02,13082
Philippines,1969-02,863
Thailand,1969-02,3586
Hong Kong,1969-02,2409
Japan,1969-02,568
United Kingdom,1969-02,671
Number Of Air Passenger Arrivals,1969-01,37132
Indonesia,1969-01,4179
Malaysia,1969-01,13733
Philippines,1969-01,667
Thailand,1969-01,3507
Hong Kong,1969-01,2463
Japan,1969-01,596
United Kingdom,1969-01,929
Number Of Air Passenger Arrivals,1968-12,42090
Indonesia,1968-12,3773
Malaysia,1968-12,14630
Philippines,1968-12,911
Thailand,1968-12,3694
Hong Kong,1968-12,3379
Japan,1968-12,620
United Kingdom,1968-12,1672
Number Of Air Passenger Arrivals,1968-11,36340
Indonesia,1968-11,3511
Malaysia,1968-11,12333
Philippines,1968-11,1102
Thailand,1968-11,3772
Hong Kong,1968-11,3351
Japan,1968-11,627
United Kingdom,1968-11,816
Number Of Air Passenger Arrivals,1968-10,36237
Indonesia,1968-10,3509
Malaysia,1968-10,12118
Philippines,1968-10,851
Thailand,1968-10,4642
Hong Kong,1968-10,3454
Japan,1968-10,561
United Kingdom,1968-10,977
Number Of Air Passenger Arrivals,1968-09,33023
Indonesia,1968-09,3046
Malaysia,1968-09,12536
Philippines,1968-09,624
Thailand,1968-09,2998
Hong Kong,1968-09,2850
Japan,1968-09,566
United Kingdom,1968-09,873
Number Of Air Passenger Arrivals,1968-08,38365
Indonesia,1968-08,4087
Malaysia,1968-08,14280
Philippines,1968-08,811
Thailand,1968-08,3495
Hong Kong,1968-08,3167
Japan,1968-08,724
United Kingdom,1968-08,984
Number Of Air Passenger Arrivals,1968-07,34943
Indonesia,1968-07,3512
Malaysia,1968-07,11636
Philippines,1968-07,779
Thailand,1968-07,3427
Hong Kong,1968-07,3054
Japan,1968-07,421
United Kingdom,1968-07,2219
Number Of Air Passenger Arrivals,1968-06,31357
Indonesia,1968-06,3036
Malaysia,1968-06,10904
Philippines,1968-06,782
Thailand,1968-06,2991
Hong Kong,1968-06,2741
Japan,1968-06,492
United Kingdom,1968-06,663
Number Of Air Passenger Arrivals,1968-05,34114
Indonesia,1968-05,3409
Malaysia,1968-05,11522
Philippines,1968-05,882
Thailand,1968-05,3775
Hong Kong,1968-05,3490
Japan,1968-05,434
United Kingdom,1968-05,562
Number Of Air Passenger Arrivals,1968-04,35549
Indonesia,1968-04,3747
Malaysia,1968-04,13073
Philippines,1968-04,822
Thailand,1968-04,3677
Hong Kong,1968-04,3040
Japan,1968-04,381
United Kingdom,1968-04,786
Number Of Air Passenger Arrivals,1968-03,31072
Indonesia,1968-03,3181
Malaysia,1968-03,11481
Philippines,1968-03,789
Thailand,1968-03,3012
Hong Kong,1968-03,2491
Japan,1968-03,384
United Kingdom,1968-03,854
Number Of Air Passenger Arrivals,1968-02,28879
Indonesia,1968-02,2598
Malaysia,1968-02,11610
Philippines,1968-02,747
Thailand,1968-02,3126
Hong Kong,1968-02,2022
Japan,1968-02,302
United Kingdom,1968-02,591
Number Of Air Passenger Arrivals,1968-01,30783
Indonesia,1968-01,2514
Malaysia,1968-01,12324
Philippines,1968-01,646
Thailand,1968-01,2980
Hong Kong,1968-01,1921
Japan,1968-01,389
United Kingdom,1968-01,740
Number Of Air Passenger Arrivals,1967-12,35570
Indonesia,1967-12,3082
Malaysia,1967-12,12934
Philippines,1967-12,875
Thailand,1967-12,3416
Hong Kong,1967-12,2481
Japan,1967-12,440
United Kingdom,1967-12,1511
Number Of Air Passenger Arrivals,1967-11,31148
Indonesia,1967-11,2719
Malaysia,1967-11,10761
Philippines,1967-11,803
Thailand,1967-11,4138
Hong Kong,1967-11,2997
Japan,1967-11,306
United Kingdom,1967-11,616
Number Of Air Passenger Arrivals,1967-10,30752
Indonesia,1967-10,2890
Malaysia,1967-10,10629
Philippines,1967-10,746
Thailand,1967-10,3505
Hong Kong,1967-10,3014
Japan,1967-10,299
United Kingdom,1967-10,920
Number Of Air Passenger Arrivals,1967-09,29002
Indonesia,1967-09,2501
Malaysia,1967-09,11006
Philippines,1967-09,576
Thailand,1967-09,2746
Hong Kong,1967-09,2452
Japan,1967-09,448
United Kingdom,1967-09,1015
Number Of Air Passenger Arrivals,1967-08,33547
Indonesia,1967-08,3060
Malaysia,1967-08,13188
Philippines,1967-08,770
Thailand,1967-08,3358
Hong Kong,1967-08,2793
Japan,1967-08,426
United Kingdom,1967-08,768
Number Of Air Passenger Arrivals,1967-07,31159
Indonesia,1967-07,2389
Malaysia,1967-07,10662
Philippines,1967-07,731
Thailand,1967-07,3218
Hong Kong,1967-07,3252
Japan,1967-07,313
United Kingdom,1967-07,2368
Number Of Air Passenger Arrivals,1967-06,25634
Indonesia,1967-06,1944
Malaysia,1967-06,10563
Philippines,1967-06,571
Thailand,1967-06,2426
Hong Kong,1967-06,2252
Japan,1967-06,299
United Kingdom,1967-06,729
Number Of Air Passenger Arrivals,1967-05,29076
Indonesia,1967-05,1821
Malaysia,1967-05,11100
Philippines,1967-05,832
Thailand,1967-05,3344
Hong Kong,1967-05,3384
Japan,1967-05,283
United Kingdom,1967-05,583
Number Of Air Passenger Arrivals,1967-04,29351
Indonesia,1967-04,2011
Malaysia,1967-04,12429
Philippines,1967-04,729
Thailand,1967-04,2903
Hong Kong,1967-04,2718
Japan,1967-04,266
United Kingdom,1967-04,643
Number Of Air Passenger Arrivals,1967-03,26357
Indonesia,1967-03,1772
Malaysia,1967-03,10877
Philippines,1967-03,552
Thailand,1967-03,2576
Hong Kong,1967-03,2389
Japan,1967-03,289
United Kingdom,1967-03,841
Number Of Air Passenger Arrivals,1967-02,24067
Indonesia,1967-02,1414
Malaysia,1967-02,11070
Philippines,1967-02,536
Thailand,1967-02,2419
Hong Kong,1967-02,1858
Japan,1967-02,204
United Kingdom,1967-02,530
Number Of Air Passenger Arrivals,1967-01,24505
Indonesia,1967-01,1035
Malaysia,1967-01,11385
Philippines,1967-01,546
Thailand,1967-01,2401
Hong Kong,1967-01,1718
Japan,1967-01,186
United Kingdom,1967-01,689
Number Of Air Passenger Arrivals,1966-12,29729
Indonesia,1966-12,904
Malaysia,1966-12,12421
Philippines,1966-12,785
Thailand,1966-12,2888
Hong Kong,1966-12,2321
Japan,1966-12,315
United Kingdom,1966-12,1221
Number Of Air Passenger Arrivals,1966-11,25337
Indonesia,1966-11,936
Malaysia,1966-11,10105
Philippines,1966-11,607
Thailand,1966-11,3453
Hong Kong,1966-11,3214
Japan,1966-11,289
United Kingdom,1966-11,527
Number Of Air Passenger Arrivals,1966-10,23914
Indonesia,1966-10,733
Malaysia,1966-10,9363
Philippines,1966-10,977
Thailand,1966-10,3123
Hong Kong,1966-10,2766
Japan,1966-10,209
United Kingdom,1966-10,697
Number Of Air Passenger Arrivals,1966-09,21791
Indonesia,1966-09,547
Malaysia,1966-09,9946
Philippines,1966-09,507
Thailand,1966-09,1937
Hong Kong,1966-09,2094
Japan,1966-09,184
United Kingdom,1966-09,706
Number Of Air Passenger Arrivals,1966-08,24238
Indonesia,1966-08,704
Malaysia,1966-08,10953
Philippines,1966-08,466
Thailand,1966-08,2234
Hong Kong,1966-08,2279
Japan,1966-08,181
United Kingdom,1966-08,983
Number Of Air Passenger Arrivals,1966-07,23641
Indonesia,1966-07,573
Malaysia,1966-07,9574
Philippines,1966-07,618
Thailand,1966-07,2222
Hong Kong,1966-07,2783
Japan,1966-07,237
United Kingdom,1966-07,2069
Number Of Air Passenger Arrivals,1966-06,20129
Indonesia,1966-06,471
Malaysia,1966-06,8891
Philippines,1966-06,393
Thailand,1966-06,1879
Hong Kong,1966-06,2172
Japan,1966-06,223
United Kingdom,1966-06,568
Number Of Air Passenger Arrivals,1966-05,21311
Indonesia,1966-05,304
Malaysia,1966-05,9122
Philippines,1966-05,585
Thailand,1966-05,2086
Hong Kong,1966-05,2844
Japan,1966-05,165
United Kingdom,1966-05,581
Number Of Air Passenger Arrivals,1966-04,22266
Indonesia,1966-04,341
Malaysia,1966-04,10035
Philippines,1966-04,445
Thailand,1966-04,2425
Hong Kong,1966-04,2512
Japan,1966-04,238
United Kingdom,1966-04,715
Number Of Air Passenger Arrivals,1966-03,19554
Indonesia,1966-03,386
Malaysia,1966-03,8928
Philippines,1966-03,345
Thailand,1966-03,2061
Hong Kong,1966-03,1721
Japan,1966-03,232
United Kingdom,1966-03,885
Number Of Air Passenger Arrivals,1966-02,18502
Indonesia,1966-02,346
Malaysia,1966-02,8876
Philippines,1966-02,450
Thailand,1966-02,2179
Hong Kong,1966-02,1567
Japan,1966-02,217
United Kingdom,1966-02,485
Number Of Air Passenger Arrivals,1966-01,19674
Indonesia,1966-01,323
Malaysia,1966-01,9911
Philippines,1966-01,367
Thailand,1966-01,1711
Hong Kong,1966-01,1554
Japan,1966-01,181
United Kingdom,1966-01,878
Number Of Air Passenger Arrivals,1965-12,22930
Indonesia,1965-12,394
Philippines,1965-12,605
Thailand,1965-12,1852
Hong Kong,1965-12,1919
Japan,1965-12,213
United Kingdom,1965-12,1537
Number Of Air Passenger Arrivals,1965-11,19738
Indonesia,1965-11,375
Philippines,1965-11,540
Thailand,1965-11,2477
Hong Kong,1965-11,2688
Japan,1965-11,309
United Kingdom,1965-11,612
Number Of Air Passenger Arrivals,1965-10,19327
Indonesia,1965-10,213
Philippines,1965-10,638
Thailand,1965-10,2711
Hong Kong,1965-10,2658
Japan,1965-10,348
United Kingdom,1965-10,774
Number Of Air Passenger Arrivals,1965-09,17825
Indonesia,1965-09,262
Philippines,1965-09,369
Thailand,1965-09,1804
Hong Kong,1965-09,1742
Japan,1965-09,210
United Kingdom,1965-09,902
Number Of Air Passenger Arrivals,1965-08,21032
Indonesia,1965-08,338
Philippines,1965-08,365
